stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
1010102,H2007,Ritarihuone,Mariankatu,60.169460,24.956670
1010103,H2008,Kirkkokatu,Mariankatu 13,60.171270,24.956570
1010104,H2009,Kirkkokatu,Mariankatu 12,60.171050,24.956750
1010105,H2010,Vironkatu,Mariankatu 17,60.172580,24.956554
1010106,H2011,Vironkatu,Mariankatu 20,60.172990,24.956380
1010107,H2014,Meritullinkatu,Liisankatu 8,60.174180,24.956880
1010108,H2013,Meritullinkatu,Liisankatu 11,60.174297,24.956514
1010110,H2015,Liisanpuistikko,Liisankatu 1,60.174330,24.960230
1010120,H2006,Senaatintori,Snellmaninkatu 1,60.169560,24.953540
1010127,H2017,Pohjoisranta,Kirkkokatu 1,60.171030,24.958950
1010180,H2005,Kauppatori,Pohjoisesplanadi,60.168000,24.954030
1010419,H0450,Hallituskatu,Snellmaninkatu 4,60.170140,24.953501
1010425,H0407,Ritarihuone,Aleksanterinkatu 10,60.169120,24.955560
1010451,H0448,Senaatintori,Aleksanterinkatu,60.169060,24.951460
1020113,H2041,Rautatientori,Rautatientori,60.170720,24.943240
1020124,H2056,Kaivokatu,Kaivokatu,60.170187,24.939029
1020140,H2055,Kaivokatu,Kaivokatu 12,60.170220,24.939430
1020142,H2001,Keskuskatu,Pohjoisesplanadi 37,60.167770,24.944640
1020171,H2038,Postitalo,Postikatu,60.170863,24.938568
1020174,H1903,Lasipalatsi,Mannerheimintie 9,60.170330,24.938070
1020179,H ,Kauppatori,Pohjoisesplanadi,60.167870,24.950400
1020181,H2003,Esplanadi,Pohjoisesplanadi 27,60.167880,24.948980
1020182,H2042,Rautatientori,Rautatientori,60.170980,24.942700
1020201,H ,Rautatientori,Vilhonkatu,60.171920,24.943760
1020217,H2045,Rautatientori,Laituri 5,60.171330,24.942770
1020456,H ,Rautatientori,Mikonkatu,60.171177,24.944893
1020458,H0304,Kaisaniemenkatu,Kaisaniemenkatu,60.171650,24.947510
1020601,H0014,Rautatientori,Rautatientori,60.170360,24.941140
1020602,H0014,Rautatientori,Rautatientori,60.170360,24.941140
1020603,H0015,Helsingin yliopisto,Metro,60.171671,24.947286
1020604,H0015,Helsingin yliopisto,Kaisaniemi,60.171671,24.947286
1030101,H2000,Erottaja,Eteläesplanadi,60.166880,24.944300
1030103,H2002,Esplanadi,Eteläesplanadi 12,60.167150,24.948400
1030105,H2004,Kauppatori,Eteläesplanadi,60.167300,24.951640
1030119,H1197,Kolmikulma,Erottajankatu 5,60.165220,24.944050
1030130,H1002,Erottaja,Skillnaden,60.166853,24.943094
1030423,H0429,Kauppatori,Eteläesplanadi,60.167430,24.951680
1030429,H0704,Kolmikulma,Erottajankatu,60.165050,24.943900
1030701,H0099,Kauppatori,Kauppatori,60.167248,24.955786
1040102,H1005,Fredrikinkatu,Bulevardi 13,60.164200,24.936510
1040103,H1004,Vanha kirkkopuisto,Bulevardi 10,60.165840,24.941380
1040104,H1003,Vanha kirkkopuisto,Bulevardi,60.165870,24.941250
1040117,H0231,Simonkatu,Simonkatu 9,60.168750,24.935300
1040119,H1262,Lapinrinne,Lapinlahdenkatu,60.166850,24.927820
1040120,H1261,Lapinrinne,Lapinlahdenkatu 19,60.167050,24.926770
1040123,H1211,Bulevardi,Fredrikinkatu 39,60.164940,24.936220
1040124,H1210,Bulevardi,Albertinkatu,60.163645,24.934098
1040125,H1213,Kampintori,Fredrikinkatu 55,60.167250,24.932740
1040126,H1212,Lapinlahden puist.,Albertinkatu 42,60.165618,24.931375
1040127,H1217,Kampintori,Urho Kekkosen Katu,60.168400,24.931780
1040129,H1272,Arkadian puisto,Arkadiankatu 4-6,60.171120,24.933380
1040130,H1224,Fredrikinkatu,Etel. Rautatiekatu,60.170160,24.929950
1040136,H0805,Aleksant. teatteri,Bulevardi 30,60.164290,24.936350
1040153,H1169,Hietalahdentori,Hietalahdenranta,60.161960,24.929060
1040155,H1167,Hietalahti,Hietalahdenranta,60.161920,24.923660
1040157,H1168,Hietalahti,Hietalahdenranta,60.161100,24.924550
1040162,H1218,Ruoholahdenkatu,Ruoholahdenkatu,60.165329,24.926827
1040196,H1216,Kampintori,Urho Kekkosen katu,60.168381,24.932380
1040199,H1240,Kampintori,Malminrinne,60.167888,24.931342
1040200,H1240,Kampintori,Malminrinne,60.167926,24.931037
1040231,H1232,Lapinrinne,Lapinrinne 2,60.166220,24.926730
1040233,H1234,Lapinrinne,Lapinrinne,60.165890,24.926630
1040234,H1233,Lapinrinne,Lapinrinne,60.166270,24.926990
1040244,H ,Kamppi tulo,Runeberginkatu,60.168300,24.929550
1040249,H1237,Kamppi,Runeberginkatu 3,60.168669,24.928770
1040262,H1218,Ruoholahdenkatu,Ruoholahdenkatu,60.165450,24.927170
1040291,H ,Hki linja-autoasema,Kamppi,60.169806,24.933072
1040400,H ,Kiasma,Arkadiankatu,60.171150,24.934641
1040411,H0231,Simonkatu,Simonkatu,60.168750,24.935300
1040441,H0808,Hietalahdentori,Hietalahdenkatu,60.162230,24.929560
1040442,H0810,Hietalahdenkatu,Hietalahdenkatu,60.163460,24.927680
1040443,H0812,Kalevankatu,Kalevankatu,60.162810,24.924890
1040447,H ,Yrjönkatu,Yrjönkatu 16,60.165359,24.942492
1040601,H0013,Kamppi,Kamppi,60.168901,24.931497
1040602,H0013,Kamppi,Kamppi,60.168901,24.931515
1050101,H1183,Perämiehenkatu,Perämiehenkatu 5,60.158280,24.935030
1050102,H1184,Perämiehenkatu,Perämiehenkatu 10-12,60.158740,24.934730
1050103,H1181,Punavuorenkatu,Punavuorenkatu 18,60.160460,24.935200
1050104,H1182,Punavuorenkatu,Punavuorenkatu 13,60.160610,24.936180
1050105,H1173,Fredrikintori,Punavuorenkatu 6,60.161590,24.938770
1050107,H1170,Iso Roobertinkatu,Albertinkatu 26-28,60.162510,24.935970
1050109,H1174,Viiskulma,Pursimiehenkatu,60.160610,24.941440
1050110,H1172,Merimiehenkatu,Albertinkatu 10,60.160910,24.938120
1050112,H1180,Tehtaanpuisto,Tehtaankatu,60.158050,24.940350
1050113,H0444,Perämiehenkatu,Tehtaankatu,60.157830,24.935730
1050115,H0445,Perämiehenkatu,Tehtaankatu 34,60.157802,24.935992
1050117,H1179,Tehtaanpuisto,Tehtaankatu,60.158020,24.940780
1050120,H1198,Kolmikulma,Yrjönkatu 12,60.164770,24.943310
1050412,H0816,Viiskulma,Fredrikinkatu 12,60.160890,24.941780
1050414,H0814,Iso Roobertinkatu,Fredrikinkatu 20,60.162780,24.939030
1050415,H0444,Perämiehenkatu,Tehtaankatu,60.157830,24.935730
1050416,H0445,Perämiehenkatu,Tehtaankatu 34,60.157802,24.935992
1050417,H0446,Telakkakatu,Pursimiehenkatu 29,60.158449,24.934163
1050439,H0806,Aleksant. teatteri,Bulevardi 25,60.163180,24.933680
1060101,H1177,Eira,Laivurinkatu 3,60.155620,24.942500
1060103,H1176,Eiran sairaala,Laivurinkatu,60.157880,24.941270
1060129,H1178,Eira,Laivurinkatu,60.155400,24.942440
1070105,H1207,Neitsytpolku,Pietarinkatu 9,60.157510,24.949030
1070106,H1208,Meritori,Merikatu,60.155590,24.946330
1070108,H1206,Kapteeninpuistikko,Kapteeninkatu 10,60.156860,24.945280
1070110,H1204,Vuorimiehen puist.,Kapteeninkatu 26,60.159070,24.946520
1070111,H1201,Tarkk´ampujankatu,Korkeavuorenkatu 11,60.161210,24.946520
1070112,H1202,Tarkk´ampujankatu,Korkeavuorenkatu 6,60.160750,24.946360
1070114,H0706,Johanneksenkirkko,Yrjönkatu,60.162800,24.946030
1070414,H0706,Johanneksenkirkko,Yrjönkatu,60.162800,24.946030
1080403,H0409,Tove Janssonin p.,Kruunuvuorenkatu,60.167400,24.962860
1080405,H0411,Kauppiaankatu,Kruunuvuorenkatu,60.166760,24.964860
1080407,H0413,Vyökatu,Merikasarminkatu,60.166110,24.969150
1080409,H0415,Puolipäivänkatu,Merikasarminkatu,60.166750,24.972060
1080411,H0417,Merisotilaantori,Merisotilaantori,60.167600,24.975510
1080412,H ,Merisotilaantori,Merisotilaantori,60.167363,24.974361
1080414,H0419,Mastokatu,Kruunuvuorenkatu 6,60.165530,24.968530
1080415,H0418,Mastokatu,Kruunuvuorenkatu 15,60.165630,24.968310
1100108,H2559,Kalasatama(M),Itäväylä,60.186552,24.975885
1100109,H2552,Kalasatama(M),Itäväylä,60.187180,24.975960
1100110,H2553,Kalasatama(M),Itäväylä,60.187310,24.977180
1100116,H3011,Verkkosaarenkatu,Verkkosaarenkatu,60.190570,24.977070
1100118,H3003,Vanha talvitie,Työpajakatu,60.189120,24.973150
1100120,H3001,Tynnyrintekijänkatu,Tynnyrintekijänk. 1,60.189060,24.971230
1100121,H2516,Suvilahti,Sörnäisten rantatie,60.186005,24.967998
1100122,H2517,Käenkuja,Sörnäisten rantat.25,60.185206,24.966406
1100133,H3005,Kalasatama(M),Työpajakatu,60.188310,24.976470
1100134,H3004,Kalasatama(M),Työpajakatu 10,60.188310,24.976610
1100139,H3239,Kalasatama (M),Työpajankatu,60.188550,24.975740
1100159,H2551,Tynnyrintekijänkatu,Junatie,60.188750,24.969230
1100160,H2550,Tynnyrintekijänkatu,Junatie,60.188600,24.969620
1100167,H3006,Agroksenkuja,Hermannin rantatie,60.192650,24.978070
1100168,H3007,Agroksenkuja,Hermannin rantatie,60.193580,24.977820
1100201,H2511,Merihaka,Haapaniemenkatu,60.179050,24.960500
1100216,H3011,Verkkosaarenkatu,Verkkosaarenkatu,60.190740,24.976840
1100218,H3003,Vanha talvitie,Työpajakatu,60.189120,24.973150
1100219,H3000,Tynnyrintekijänkatu,Tynnyrintekijänk. 2,60.189110,24.971430
1100220,H3001,Tynnyrintekijänkatu,Tynnyrintekijänk. 1,60.189060,24.971230
1100234,H3004,Kalasatama(M),Työpajakatu 10,60.188310,24.976610
1100601,H0018,Kalasatama,Kalasatama,60.187610,24.977214
1100602,H0018,Kalasatama,Kalasatama,60.187655,24.977233
1111112,H2403,Hakaniemi,Siltasaarenkatu,60.179320,24.950730
1111121,H2063,Hakaniemi,Siltasaarenkatu 3,60.177600,24.950310
1111146,H2513,Merihaka,Sörnäisten rantatie,60.179870,24.957600
1111180,H2506,Hakaniemi,Hakaniemenranta,60.178440,24.952630
1111251,H2504,Hakaniemi,Hakaniemen torikatu,60.178720,24.952190
1111266,H2501,Hakaniemi, ,60.179650,24.952750
1111601,H0016,Hakaniemi,Hakaniemi,60.179340,24.950533
1111602,H0016,Hakaniemi,Hakaniemi,60.179340,24.950533
1112122,H2508,Kallion virastotalo,Porthaninkatu 2,60.181589,24.948449
1112126,H2404,Haapaniemi,Hämeentie 16,60.181820,24.954820
1112137,H2129,Kallion virastotalo,Toinen linja 7,60.181410,24.948970
1112202,H2129,Kallion virastotalo,Toinen linja 7,60.181410,24.948970
1112226,H2404,Haapaniemi,Hämeentie 16,60.181820,24.954820
1112432,H0254,Kallion virastotalo,Porthaninkatu 2,60.181274,24.949995
1113123,H2143,Karhupuisto,Fleminginkatu 1,60.183700,24.953160
1113125,H2141,Franzéninkatu,Fleminginkatu 9,60.185280,24.953080
1113126,H2142,Franzéninkatu,Fleminginkatu 8,60.185250,24.953016
1113127,H2406,Haapaniemi,Hämeentie,60.182610,24.956730
1113129,H2410,Sörnäinen(M),Hämeentie 50,60.186850,24.961200
1113131,H2410,Sörnäinen(M),Hämeentie 50,60.186850,24.961200
1113229,H2408,Sörnäinen(M),Hämeentie,60.186700,24.961200
1113434,H0311,Käenkuja,Hämeentie 15,60.184900,24.960530
1121103,H2151,Harjutori,Helsinginkatu 1,60.187680,24.959650
1121104,H2152,Harjutori,Helsinginkatu 4,60.187470,24.959200
1121111,H2146,Brahenkatu,Porvoonkatu 13,60.189380,24.948000
1121117,H2147,Urheilutalo,Läntinen Brahenkatu,60.187030,24.948560
1121118,H2148,Urheilutalo,Länt. Brahenkatu 4,60.187470,24.948340
1121120,H2150,Helsinginkatu,Helsinginkatu 20,60.186890,24.952210
1121130,H2411,Sörnäinen(M),Hämeentie 33,60.188150,24.963680
1121132,H2413,Sörnäinen(M),Hämeentie 35,60.188600,24.963850
1121230,H2411,Sörnäinen(M),Hämeentie,60.188150,24.963680
1121402,H0352,Sörnäinen(M),Helsinginkatu,60.187624,24.960704
1121403,H0351,Sörnäinen(M),Helsinginkatu,60.187624,24.960686
1121601,H0017,Sörnäinen,Sörnäinen,60.187414,24.959904
1121602,H0017,Sörnäinen,Sörnäinen,60.187414,24.959904
1122112,H2134,Kotkankatu,Aleksis Kiven katu,60.192558,24.944612
1122126,H2132,Sipoonkatu,Aleksis Kiven katu,60.194200,24.940760
1122132,H2125,Kulttuuritalo,Sturenkatu,60.187240,24.943850
1122133,H2124,Kulttuuritalo,Sturenkatu 4,60.187740,24.944280
1122134,H2123,Porvoonkatu,Porvoonkatu 15,60.190070,24.947190
1122135,H2122,Porvoonkatu,Sturenkatu 8,60.189440,24.946940
1122227,H2104,Savonkatu,Savonkatu,60.195060,24.935810
1122297,H2122,Porvoonkatu,Sturenkatu 8,60.189440,24.946940
1130104,H1308,Apollonkatu,Runeberginkatu 30,60.175680,24.921940
1130105,H1906,Kansallismuseo,Mannerheimintie,60.173910,24.933280
1130107,H1908,Hesperian puisto,Mannerheimintie 40,60.177140,24.929880
1130108,H1225,Pohj. Rautatiekatu,Fredrikinkatu 67,60.170390,24.928450
1130110,H1305,Kauppakorkeakoulut,Runeberginkatu 23,60.172090,24.923670
1130113,H1273,Pohj. Rautatiekatu,Pohj. Rautatiekatu,60.170862,24.930898
1130116,H1275,Fredrikinkatu,Arkadiankatu 15,60.171230,24.928520
1130117,H1277,Kauppakorkeakoulut,Arkadiankatu,60.171390,24.923680
1130118,H1276,Hietaniemenkatu,Hietaniemenk. 14,60.170270,24.922090
1130119,H1278,Perhonkatu,Mechelininkatu 8,60.171340,24.920160
1130120,H1279,Caloniuksenkatu,Mechelininkatu 17,60.172500,24.919940
1130121,H1280,Caloniuksenkatu,Mechelininkatu 26,60.174460,24.918710
1130139,H0204,Kauppakorkeakoulut,Arkadiankatu 23,60.171150,24.925630
1130180,H1271,Hietaniemi,Hietaniemenkatu,60.173420,24.908680
1130182,H1269,Hietaniemi,Hietaniemenkatu,60.172810,24.911110
1130183,H1266,Väinämöisenkatu,Hietaniemenkatu,60.170040,24.919910
1130184,H1265,Väinämöisenkatu,Hietaniemenkatu 19,60.170090,24.920080
1130186,H1263,Marian sairaala,Lapinlahdenkatu,60.167750,24.922940
1130187,H1268,Arkadiankatu,Hietaniemenkatu,60.171150,24.916220
1130188,H1267,Arkadiankatu,Hietaniemenkatu,60.171430,24.915700
1130204,H1308,Apollonkatu,Runeberginkatu 30,60.175680,24.921940
1130205,H1906,Kansallismuseo,Mannerheimintie,60.173910,24.933280
1130207,H1908,Hesperian puisto,Mannerheimintie 40,60.177140,24.929880
1130239,H0204,Kauppakorkeakoulut,Arkadiankatu 23,60.171287,24.925296
1130299,H1305,Kauppakorkeakoulut,Runeberginkatu 23,60.172090,24.923670
1130439,H0204,Kauppakorkeakoulut,Arkadiankatu 23,60.171150,24.925630
1140102,H1311,Töölöntori,Topeliuksenkatu,60.179920,24.922110
1140107,H2065,Töölön kisahalli,Toivonkatu 1-3,60.184173,24.924404
1140109,H1329,Ratikkamuseo,Eino Leinon katu 1-5,60.183760,24.921750
1140110,H1328,Ratikkamuseo,Eino Leinon katu 10,60.183679,24.919857
1140115,H1914,Töölön kisahalli,Mannerheimintie 72,60.183460,24.924540
1140117,H1917,Kansaneläkelaitos,Mannerheimintie 49,60.189480,24.917070
1140118,H1916,Kansaneläkelaitos,Mannerheimintie 102,60.189220,24.916980
1140119,H1331,Töölöntori,Runeberginkatu 57,60.179950,24.924140
1140120,H1330,Töölöntori,Runeberginkatu 44,60.178585,24.922636
1140122,H1310,Töölöntori,Topeliuksenkatu,60.179440,24.922550
1140125,H2070,Jäähalli,Nordenskiöldinkatu,60.189340,24.919700
1140127,H1309,Töölöntori,Topeliuksenkatu 3,60.179750,24.922210
1140131,H1315,Töölön kirjasto,Topeliuksenkatu 17,60.183410,24.918520
1140157,H1284,Sibeliuksenpuisto,Mechelininkatu,60.180270,24.915780
1140165,H1285,Rajasaarentie,Mechelininkatu 39,60.183630,24.915780
1140197,H1332,Ooppera,Runegerginkatu 60,60.181610,24.926720
1140199,H2185,Ooppera,Helsinginkatu,60.182830,24.930030
1140201,H2065,Töölön kisahalli,Toivonkatu 1-3,60.184112,24.924448
1140202,H1311,Töölöntori,Topeliuksenkatu,60.179920,24.922110
1140203,H1329,Ratikkamuseo,Eino Leinon katu 1-5,60.183760,24.921750
1140204,H1317,Linnankoskenkatu,Topeliuksenkatu 25,60.184840,24.917000
1140215,H1912,Töölön kisahalli,Mannerheimintie 72,60.183360,24.924630
1140217,H1917,Kansaneläkelaitos,Mannerheimintie 49,60.189480,24.917070
1140218,H1916,Kansaneläkelaitos,Mannerheimintie 102,60.189250,24.917110
1140225,H2070,Jäähalli,Nordenskiöldinkatu,60.189340,24.919700
1140253,H1328,Ratikkamuseo,Eino Leinon katu 10,60.183712,24.919842
1140297,H2185,Ooppera,Helsinginkatu,60.182830,24.930030
1150103,H1325,Silmäklinikka,Sairaala-alue,60.190130,24.907500
1150117,H1382,Mäntytie,Tukholmankatu,60.191258,24.902306
1150119,H1291,Meilahden sairaala,Paciuksenkatu,60.186660,24.905870
1150120,H1292,Meilahden sairaala,Paciuksenkatu,60.187110,24.904950
1150122,H1293,Humallahti,Seurasaarentie,60.186900,24.901530
1150123,H1294,Humallahti,Seurasaarentie,60.186900,24.901680
1150124,H1295,Mäntyniemi,Seurasaarentie 3,60.186450,24.899170
1150125,H1296,Mäntyniemi,Seurasaarentie 4,60.186440,24.899070
1150126,H1297,Ruutikellarit,Seurasaarentie 7,60.187420,24.895730
1150127,H1298,Ruutikellarit,Seurasaarentie 6,60.187340,24.895970
1150128,H1299,Heikinniementie,Seurasaarentie,60.188440,24.889120
1150132,H1382,Mäntytie,Tukholmankatu 10,60.191300,24.902290
1150233,H1379,Töölön tulli,Tukholmankatu,60.191180,24.912250
1150234,H1378,Töölön tulli,Tukholmankatu,60.191010,24.911800
1150437,H0119,Paciuksenkaari,Paciuksenkatu,60.194550,24.891750
1160111,H2080,Kiskontie,Tenholantie 22,60.202600,24.905020
1160115,H2078,Ruskeasuo,Koroistentie,60.202930,24.900580
1160401,H0141,Ruskeasuo,Korppaanmäentie 1,60.203227,24.898310
1160403,H0143,Kytösuontie,Korppaanmäentie 7,60.204130,24.895760
1160414,H0139,Tilkka,Mannerheimintie,60.198950,24.901110
1171104,H2116,Ilmalanrinne,Ilmalankatu,60.207910,24.915210
1171105,H2117,Ilmalanrinne,Ilmalankatu,60.207930,24.915360
1171118,H2071,Jäähalli,Nordenskiöldinkatu,60.189983,24.921392
1171134,H2109,Eläintarha,Veturitie,60.193030,24.929900
1171151,H2187,Ilmalan seisake,Hakamäentie,60.207850,24.920750
1171153,H2106,Palkkatilanportti,Pasilankatu,60.196410,24.928800
1171164,XH2364,Huolintatalo,Palkkatilanportti 2,60.195771,24.928277
1171227,H2109,Eläintarha,Veturitie,60.193030,24.929900
1171253,H2106,Palkkatilanportti,Pasilankatu 4,60.196410,24.928800
1171408,H0607,Kyllikinportti,Kyllikinportti 2,60.199893,24.925451
1172114,H2197,Ilmalan bussivarikko,Postintaival,60.210370,24.917110
1172142,H2198,Ilmalan bussivarikko,Postintaival,60.210090,24.917520
1172143,H2199,Posti 1,Postintaival,60.213450,24.917550
1173100,H2608,Mäkelänkatu,Kumpulantie,60.197676,24.946608
1173106,H2182,Pasilan asema,Ratapihantie,60.199890,24.934020
1173107,H2183,Vaihdemiehenkatu,Ratapihantie,60.202980,24.933230
1173132,H2193,Ilmattarentie,Koskelantie,60.207810,24.941300
1173204,H2164,Junailijankuja,Asemapäällikönk.,60.198430,24.937810
1173206,H2182,Pasilan asema,Ratapihantie,60.199890,24.934060
1173207,H2183,Vaihdemiehenkatu,Ratapihantie,60.202980,24.933230
1173210,H2166,Ratamestarinkatu,Asemapäällikönk. 8,60.198534,24.939466
1173232,H2193,Ilmattarentie,Koskelantie,60.207810,24.941300
1173418,H0613,Messukeskus,Rautatieläisenkatu 6,60.201280,24.937130
1173423,H0275,Koskelantie,Mäkelänkatu,60.208348,24.945462
1173431,H0616,Kellosilta,Ratamestarinkatu 9,60.201080,24.939250
1173432,H0615,Kellosilta,Ratamestarinkatu 10,60.200680,24.938970
1174101,H2119,Ilmalan seisake,Ilmalanrinne,60.208023,24.921068
1174102,H2118,Ilmalan seisake,Ilmalanrinne,60.207960,24.920780
1174157,H2195,Veturitie,Veturitie,60.205850,24.927930
1174257,H ,Veturitie,Veturitie,60.206101,24.928385
1180115,H1918,Töölön tulli,Mannerheimintie,60.191820,24.911020
1180123,H2077,Reijolankatu,Reijolankatu 3,60.189810,24.917690
1180206,H1924,Kuusitie,Mannerheimintie,60.195510,24.901150
1180215,H1918,Töölön tulli,Mannerheimintie,60.191820,24.911020
1180223,H2077,Reijolankatu,Reijolankatu 3,60.189810,24.917690
1180439,H0135,Jalavatie,Mannerheimintie 85,60.193500,24.906460
1192101,H ,Korkeasaari, ,60.180052,24.983404
1192111,H ,Korkeasaari, ,60.179722,24.983106
1201102,H1008,Kellosaarenkatu,Länsisatamankatu,60.162200,24.906870
1201105,H1144,Santakatu,Rusokkikuja,60.162955,24.919316
1201106,H1145,Santakatu,Rusokkikuja,60.162863,24.919002
1201107,H1146,Selkämerenkatu,Santakatu,60.162645,24.916119
1201108,H1147,Selkämerenkatu,Santakatu,60.162778,24.916520
1201109,H1012,Salmisaarenranta,Tallberginkatu,60.164220,24.901710
1201133,H0216,Itämerenkatu,Itämerenkatu 3,60.163552,24.919945
1201135,H0214,Ruoholahti(M),Itämerenkatu 19,60.163380,24.914180
1201137,H ,Itämerenkatu,Itämerenkatu,60.163734,24.919553
1201138,H ,Itämerenkatu,Itämerenkatu 2,60.163474,24.919546
1201139,H1165,Länsisatamankatu,Länsisatamankatu,60.163460,24.907710
1201402,H0290,Länsisatamankatu,Länsisatamankatu,60.162550,24.907930
1201430,H0216,Itämerenkatu,Itämerenkatu 5,60.163552,24.919945
1201440,H0211,Salmisaari,Itämerenkatu,60.163089,24.906262
1201601,H0012,Ruoholahti,Ruoholahti,60.162714,24.913852
1203100,H1152,Laivapojankatu,Länsisatamankatu,60.158723,24.912048
1203101,H1153,Länsisatamankatu,Länsisatamankatu,60.158777,24.911977
1203102,H1150,Messitytönkuja,Messitytönkatu,60.160026,24.913165
1203103,H1151,Messitytönkuja,Messitytönkatu,60.160026,24.913183
1203104,H1148,Messitytönkatu,Selkämerenkatu,60.161183,24.915844
1203105,H1149,Messitytönkatu,Selkämerenkatu,60.161066,24.915859
1203106,XH1156,Messipojankuja,Messipojankuja,60.159284,24.911415
1203115,XH1151,Kap Hornin Katu,Kap Hornin Katu,60.157707,24.920431
1203125,H1163,Tullaajankuja,Hietasaarenkuja,60.159330,24.921350
1203127,H1161,Tarmonkuja,Hietasaarenkuja,60.157076,24.921781
1203191,H1154,Ruoholahti,Laivapojankatu,60.159968,24.917170
1203401,H0292,Crusellinsilta,Länsisatamankatu,60.159140,24.909490
1203403,H0294,Saukonpaasi,Länsisatamankatu,60.157460,24.910930
1203410,H0200,Länsiterminaali,Tyynenmerenkatu,60.154530,24.920500
1204105,H1189,Matalasalmenkuja,Hylkeenpyytäjänkatu,60.154690,24.931290
1204106,H1190,Matalasalmenkuja,Hylkeenpyytäjänkatu,60.154050,24.931590
1204108,H1196,Hernesaaren laituri,Hernematalankatu,60.148680,24.924240
1204109,H1187,Hernesaarenkatu,Hylkeenpyytäjänkatu,60.156110,24.930370
1204110,H1188,Hernesaarenkatu,Hylkeenpyytäjänkatu,60.155956,24.930360
1204111,H1185,Munkkisaarenkatu,Munkkisaarenkatu 6,60.157440,24.932268
1204112,H1186,Munkkisaarenkatu,Munkkisaarenkatu,60.157550,24.932670
1204114,H1192,Henry Fordin katu,Hernesaarenranta,60.152520,24.930140
1204116,H1194,Pihlajasaarenkatu,Hernesaarenranta,60.150150,24.927890
1210110,H3018,Sörnäistenkatu,Hermannin rantatie,60.195230,24.974480
1210111,H3019,Sörnäistenkatu,Hermannin rantatie,60.196030,24.973680
1210164,H3009,Haukilahdenkatu,Hermannin rantatie,60.199090,24.968470
1220102,H3022,Ristikkokatu,Hämeentie,60.191680,24.964510
1220110,H2417,Vallilan kirjasto,Mäkelänkatu,60.192260,24.961360
1220122,H2158,Kustaankatu,Aleksis Kiven k. 12,60.189330,24.958110
1220123,H2156,Fleminginkatu,Aleksis Kiven k. 28,60.189365,24.953333
1220128,H3052,Kangasalantie,Sturenkatu 38,60.195630,24.959160
1220129,H3051,Kangasalantie,Sturenkatu 37-41,60.195363,24.958996
1220131,H2172,Jämsänkatu,Kumpulantie,60.196616,24.942090
1220133,H2161,Fleminginkatu,Fleminginkatu 27,60.189790,24.952800
1220135,H2162,Satamaradankatu,Satamaradankatu,60.191678,24.952226
1220136,H2163,Satamaradankatu,Satamaradankatu,60.191530,24.952330
1220137,H2607,Mäkelänkatu,Kumpulantie,60.197989,24.947232
1220199,H2373,Jämsänkatu,Teollisuuskatu,60.195773,24.943148
1220202,H3022,Ristikkokatu,Hämeentie,60.191680,24.964510
1220206,H0653,Fleminginkatu,Aleksis Kiven k. 11,60.189850,24.951950
1220216,H2159,Junatie,Aleksis Kiven katu,60.189500,24.960510
1220222,H2160,Kinaporinpuisto,Aleksis Kiven katu,60.189530,24.959670
1220223,H2156,Fleminginkatu,Aleksis Kiven k. 28,60.189560,24.953430
1220228,H3052,Kangasalantie,Sturenkatu 38,60.195630,24.959160
1220229,H3051,Kangasalantie,Sturenkatu 37-41,60.195470,24.958950
1220231,H2172,Jämsänkatu,Kumpulantie,60.196616,24.942090
1220234,H2175,Telekatu,Teollisuuskatu,60.193200,24.949970
1220280,H2154,Elimäenkatu,Sturenkatu 26,60.193810,24.955310
1220403,H0321,Paavalin kirkko,Hämeentie,60.198540,24.961785
1220406,H0315,Lautatarhankatu,Hämeentie,60.190310,24.964480
1220408,H0317,Hauhon puisto,Hämeentie 63,60.193330,24.964510
1220410,H0319,Vallilan varikko,Hämeentie 85,60.196700,24.962460
1220412,H0329,Paavalin kirkko,Somerontie,60.197281,24.960732
1220413,H ,Paavalin kirkko,Sturenkatu,60.196845,24.961550
1220414,H0263,Roineentie,Sturenkatu 23,60.193432,24.954775
1230102,H3045,Kaironkatu,Hämeentie,60.211210,24.977570
1230104,H3043,Arabia,Hämeentie,60.208270,24.975040
1230113,H3041,Kokkosaarenkatu,Hämeentie,60.205480,24.972090
1230202,H3045,Kaironkatu,Hämeentie,60.211210,24.977570
1230204,H3043,Arabia,Hämeentie,60.208270,24.975040
1230213,H3041,Kokkosaarenkatu,Hämeentie,60.205480,24.972090
1230405,H0335,Arabiankatu,Arabiankatu,60.206955,24.974597
1230409,H0325,Toukoniitty,Hämeentie,60.204100,24.969158
1230411,H ,Arabia,Hämeentie,60.206381,24.973317
1240104,H3078,Intiankatu,Väinö Auerin katu,60.208690,24.967350
1240107,H3079,Kumpula,Intiankatu,60.209520,24.964350
1240108,H3080,Kumpula,Intiankatu,60.209700,24.963820
1240112,H3053,Sofianlehto,Isonniitynkatu,60.202650,24.946420
1240131,H3599,Intiankatu,Väinö Auerin katu,60.208160,24.966060
1240132,H3598,Intiankatu,Väinö Auerin katu,60.208080,24.966210
1240180,H3057,Vähänkyröntie,Sofianlehdonkatu,60.206630,24.947860
1240202,H3020,Kyläsaarenkatu,Hämeentie,60.202568,24.964405
1240204,H3078,Intiankatu,Väinö Auerin katu,60.208700,24.967360
